그룹,소스,텍스트,좋아요,작성시간
코스피 8000,뉴스,"코스피 8000 세리머니 - 연합뉴스 &lt;a href=""https://news.google.com/rss/articles/CBMiW0FVX3lxTFBCeTZuTktsMTJIenU2TUh3Z0JneGU5cUxtajdpMFhoUzN5VlQxNjMtOTVDUXgzaG80Y1VXaklYTU96b2VDS0NYTFZvcHRheUlONUtoTkYxd0N0T1nSAWBBVV95cUxNVFJCS2RtbFo1VkhqbHN6ZXJSRzNpTkNjNXFTYVRWQlRINDJkRk5lbnFiYTdUWkNseXVBbmM4OU40UmNMRTRON29zS2thSFdfQkpSZHcxX1RIZ2taQjdoenc?oc=5"" target=""_blank""&gt;코스피 8000 세리머니&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;연합뉴스&lt;/font&gt;",,"Fri, 15 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"[포토] 코스피, 8000 돌파 - v.daum.net &lt;a href=""https://news.google.com/rss/articles/CBMiVEFVX3lxTFBISGRPZ3JPYmhaeGtlNFRQbm85Q3g2RVFhUGZRYzlia1lxbU5sa3VRYWs5dF9MajZ0Y1hfU2lyTEo0YjhfTUViR1dhWVNTV0t3aG5LZw?oc=5"" target=""_blank""&gt;[포토] 코스피, 8000 돌파&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;v.daum.net&lt;/font&gt;",,"Fri, 15 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"코스피 8000, 맛만 보고 7400까지 폭삭 주저앉았다 - v.daum.net &lt;a href=""https://news.google.com/rss/articles/CBMiT0FVX3lxTE1YMXlPWnd0Q0NrWW42dXZfWEhiTmZNSnZOakJvUThSTERtbmJVWGJDNWFmM1RsQkdJMVlmZWprSlFqVVRtakVvbXF6eGRESnc?oc=5"" target=""_blank""&gt;코스피 8000, 맛만 보고 7400까지 폭삭 주저앉았다&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;v.daum.net&lt;/font&gt;",,"Fri, 15 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"코스피 8000 축포 하루도 못 갔다…외국인 투매에 6% 급락 - 중앙일보 &lt;a href=""https://news.google.com/rss/articles/CBMiVkFVX3lxTFBCZHlNSmljYXJ3V1dlOWEyckQ4YmdXaVQ1dUJseUJTcy16OGNzQ2lhZzUwbFlqSW5qY3lfUnlQN1gzWmJBTUlKT21TVDR2S1B6VXBfbU13?oc=5"" target=""_blank""&gt;코스피 8000 축포 하루도 못 갔다…외국인 투매에 6% 급락&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;중앙일보&lt;/font&gt;",,"Fri, 15 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"코스피 8000, 맛만 보고 7400까지 폭삭 주저앉았다 - v.daum.net &lt;a href=""https://news.google.com/rss/articles/CBMiVEFVX3lxTE1ld1BDdE5hdjNtbWhzRmN4Sk83Xzk0c1VrMnVYYzFhR21OZ25ObnFxSHZuXzY3VVdqZHZibzlLM0poSVIxN3Y4VTN3VW10bGxiM09LXw?oc=5"" target=""_blank""&gt;코스피 8000, 맛만 보고 7400까지 폭삭 주저앉았다&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;v.daum.net&lt;/font&gt;",,"Fri, 15 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"7000 넘은지 얼마나 됐다고 또 폭등…코스피 8000 시대 열렸다 - v.daum.net &lt;a href=""https://news.google.com/rss/articles/CBMiRkFVX3lxTE1jRC1JRkoxU0gtRDVwdFlHT0hzdXcxYjl6a1lsZXBvUFdVZ2hCMTdfSVV0alAzeHRqNlNmWDFaYm84cnRyNkE?oc=5"" target=""_blank""&gt;7000 넘은지 얼마나 됐다고 또 폭등…코스피 8000 시대 열렸다&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;v.daum.net&lt;/font&gt;",,"Fri, 15 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"코스피 8000 세리머니 - 연합뉴스 &lt;a href=""https://news.google.com/rss/articles/CBMiW0FVX3lxTFBRcXdycDhlc3Z1eHd4cWtNS0JWQWQ3UDZwaElTVVRJS2djcTZjQ2lXZWx5VC0zWXM4QVkxeklKXzhRdGlZbWx6d2VMUzFTRzV4VVNkV2c4MVlCUG_SAWBBVV95cUxNVjhKMHIwcy1tYkM5NkZFOEowS0VWMzZ0OGlZWEVJd1BwYzRWNDNzejA1d3lnRThsaXpVeXl6Qk1DZy1VaGN2TGNVamdTbU9sNTEtSmZ2WWNHTG5fUm9aUjI?oc=5"" target=""_blank""&gt;코스피 8000 세리머니&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;연합뉴스&lt;/font&gt;",,"Fri, 15 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"[코스피 8,000] 반도체 다음은 어디…소외 업종으로 온기 번지나 - v.daum.net &lt;a href=""https://news.google.com/rss/articles/CBMiT0FVX3lxTE1MN1NCYkZtZWFmSGduUnlFRkdfWnNkdkRjSG9jVHFTUlRfanRjeWFZTldJaF9ROWF6dmF6dXZSMWF6SkRNN1JnbVJqblFsRU0?oc=5"" target=""_blank""&gt;[코스피 8,000] 반도체 다음은 어디…소외 업종으로 온기 번지나&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;v.daum.net&lt;/font&gt;",,"Fri, 15 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"[코스피 8000] '꿈의 8천피' 돌파…세계 증시 판도 흔든 한국 - 뉴스핌 &lt;a href=""https://news.google.com/rss/articles/CBMiXEFVX3lxTE96QUtBZ202YWRrY2hJalJPVmlFMU1lOW9mTk94dXExekRhdUpLSTdNX0dJYXNBWFRaVi1mOHdCOGpaa19hbDYxeXdlRGt3NzBobnJxaXhmZGlLdXE3?oc=5"" target=""_blank""&gt;[코스피 8000] '꿈의 8천피' 돌파…세계 증시 판도 흔든 한국&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;뉴스핌&lt;/font&gt;",,"Fri, 15 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"코스피, 8000선 찍고 급전직하…삼성전자 5%대 급락[장중시황] - v.daum.net &lt;a href=""https://news.google.com/rss/articles/CBMiT0FVX3lxTE1aOG55ZnVfNllod21NcEIzb09CY0NuVEtHaWw3cHFONGIyeEVMaGtWa003M1VXSjM3MlJRbkp0T3oxSFJySTZhajVHU1lBU28?oc=5"" target=""_blank""&gt;코스피, 8000선 찍고 급전직하…삼성전자 5%대 급락[장중시황]&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;v.daum.net&lt;/font&gt;",,"Fri, 15 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"코스피, 8000도 뚫었다…‘꿈의 8000피 시대’ - v.daum.net &lt;a href=""https://news.google.com/rss/articles/CBMiVEFVX3lxTE5sakNTcVBrTGpYTy1mNXdwbUJyd3cxSUJIOEhDYTk3eWVHNVo3dm13WnM1V2ltYjVnNnZEUmtPSWdmZlJvUUNuZ3JzcGg4V1Z3VGRfaQ?oc=5"" target=""_blank""&gt;코스피, 8000도 뚫었다…‘꿈의 8000피 시대’&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;v.daum.net&lt;/font&gt;",,"Fri, 15 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"[속보] 코스피, 8000선 넘었다…사상 최고치 - v.daum.net &lt;a href=""https://news.google.com/rss/articles/CBMiVEFVX3lxTE1UZ1pzbklrVWFPalFacXVOczNhZGlVa1pUMUEwaWUxQU5WZDZpY1Njb0dQYWd3UTJjTTdOdXlxQTd4aGxLT05iT3l2MUN3RHZ4Vm15Ng?oc=5"" target=""_blank""&gt;[속보] 코스피, 8000선 넘었다…사상 최고치&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;v.daum.net&lt;/font&gt;",,"Fri, 15 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"코스피, 8000 돌파…꿈의 ‘8천피’ 시대 - 채널A &lt;a href=""https://news.google.com/rss/articles/CBMiXkFVX3lxTE5pRnpmMk5VVVVmUE5SS0ZFYmhwbXZib3JUclRpckx1ZnhxdFJZVGEwaWF0U1BJUksxZGxXT2xsc184X2RjTjBrdEFicFpJUG9hV1B4LUtLb0tXTUdEWWfSAWNBVV95cUxNT3lJRnY2d1N1czlQQ0lJa3ZWQWZjb0NJUVVDZHB4TkVQenR6NXYxTkhaVWZOSmpNd1VBUGRDTnozdHlJZTNhaE9VbTY5dmJqU3ltanQ1MG9oLXU3aExCZlQ4aWs?oc=5"" target=""_blank""&gt;코스피, 8000 돌파…꿈의 ‘8천피’ 시대&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;채널A&lt;/font&gt;",,"Fri, 15 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"8000 돌파한 코스피, 올해 영업이익 919조 원 전망 - v.daum.net &lt;a href=""https://news.google.com/rss/articles/CBMiT0FVX3lxTE5QQ01mU2tFNmFlTjRfUUJ6ZEh2cE9XajJqbWg2cHRTcXNyZWluNG5kS0ZsLXdjRERrcFR1NzJuWHNSQUdaUnVLMmtfVG02UGc?oc=5"" target=""_blank""&gt;8000 돌파한 코스피, 올해 영업이익 919조 원 전망&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;v.daum.net&lt;/font&gt;",,"Fri, 15 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"코스피 8,000선 첫 돌파…개미들이 만들었다 - v.daum.net &lt;a href=""https://news.google.com/rss/articles/CBMiT0FVX3lxTE1yVGN1OWVhaFdFVU9jUmdtVTAyeEVzaHZEYUpzTmNkMU9XN0Y0a2J5cEppd0x4aHBkc0FUTGo5X0wzUlgtZ2VXMlpTVFJxZlE?oc=5"" target=""_blank""&gt;코스피 8,000선 첫 돌파…개미들이 만들었다&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;v.daum.net&lt;/font&gt;",,"Fri, 15 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"코스피 '8000돌파' [포토] - v.daum.net &lt;a href=""https://news.google.com/rss/articles/CBMiT0FVX3lxTE1FY01Ici02Tjc5OGpBYmFmSGRFR1RuQTV3T0xxS2NzMDVMdHZ3WWpzOEZWcVluMHo2OUdqbDItTEUyejZweFM2Q2NRRHYyM00?oc=5"" target=""_blank""&gt;코스피 '8000돌파' [포토]&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;v.daum.net&lt;/font&gt;",,"Fri, 15 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"코스피 8,000선 돌파…이후 급락하며 변동성 커져 - v.daum.net &lt;a href=""https://news.google.com/rss/articles/CBMiRkFVX3lxTE5BVnJMdFBZcTF6NW1ieTdJb3RWU0tpNU8zZzNnMGhfWVNtTnozQzlObHkzUmhpMTBNMzMtazhGWjFIYTRXVmc?oc=5"" target=""_blank""&gt;코스피 8,000선 돌파…이후 급락하며 변동성 커져&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;v.daum.net&lt;/font&gt;",,"Fri, 15 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"코스피 8,000 세리머니 - 연합뉴스 &lt;a href=""https://news.google.com/rss/articles/CBMiW0FVX3lxTE5JQlh4ODNWRXZJYnBiZjI0RGlrY3pJZ0xleVZ2cHdWNldNeVg5N19TaW5ycnUxb0ZsS3Z1Zk90bThNaWxBdlNWNV9VSVdGcHhXMjFNNnA3WTlsbFHSAWBBVV95cUxPRThtbXNhSC03aDhxcjJlMHZLRFQ5LVRlWnpjX1hab29WUGtSZDVZM3IwN1R4NFhlV2pCbm9meDB2cnJOUmw5SlQtYkk0ckVXYjIxT1g0SHZyXzVPQTAtY0I?oc=5"" target=""_blank""&gt;코스피 8,000 세리머니&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;연합뉴스&lt;/font&gt;",,"Fri, 15 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"[속보]코스피 '8000'시대 열렸다…장중 8천 돌파 - v.daum.net &lt;a href=""https://news.google.com/rss/articles/CBMiVEFVX3lxTE55ZkozYnFfWFlFaUl3ZEMtUXNfdGt1anZYUUd1VWJTWGpuS18xZFVEZnhPOGJSWFdPd1RoakFYaE9ZeHFKRHpjZ3E3WFBqYWw1NXZfRQ?oc=5"" target=""_blank""&gt;[속보]코스피 '8000'시대 열렸다…장중 8천 돌파&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;v.daum.net&lt;/font&gt;",,"Fri, 15 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"[특징주] 코스피 8000시대 개막.. 증권주, 거래량 활발 기대 '강세' - 글로벌이코노믹 &lt;a href=""https://news.google.com/rss/articles/CBMiiAFBVV95cUxQZmdzQXZ4UkVLUXg2V0dnOE5UYTVoMDF3NXJ4UFdXYjVkUC1McldNaFJpSnZxcG0yVzJ3UE9neXpsWHdQaGF2UHpCMnNhQ2p1Wi1LNUhHaFJPRlVVSGQzU0tPcEpBNjRRbGlub1FycER4cGZKNldXNWNZMFYwaFN4VmNlempwWkh1?oc=5"" target=""_blank""&gt;[특징주] 코스피 8000시대 개막.. 증권주, 거래량 활발 기대 '강세'&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;글로벌이코노믹&lt;/font&gt;",,"Fri, 15 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"[포토] 코스피 8000 돌파 - 서울신문 &lt;a href=""https://news.google.com/rss/articles/CBMifkFVX3lxTFBJYkR6aVpiODVVSkxzalh0bUZMSTBkanRMeUNhSjdQUmFoM3ZMX0FfRHFodzAwUzU0TUc5U25rMFFUcXMzajJ6dkFQTEd4ZVg4SjFPbEN2SUQ3bWlSSnpKUGxUQ2taTkxKdWZNVzluZG9fcEdGX0d3UUFrLUFHQQ?oc=5"" target=""_blank""&gt;[포토] 코스피 8000 돌파&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;서울신문&lt;/font&gt;",,"Fri, 15 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"코스피, 8000, 19포인트 남았다 - thecommoditiesnews.com &lt;a href=""https://news.google.com/rss/articles/CBMid0FVX3lxTE85cFJxb3kyZ1FJTlBOMWVIM0RQUHBWZUdDSzRPd1lKNERwbV9XSWdRamdiU09hQ2l1UGhlcjJxeHoxRnZSUWpWRklwdlo3U3h4ZXlraEpIRTczZEYtNWVkcTNvSHd1QXozTE5wd3JyVTVXMHVMY0FZ?oc=5"" target=""_blank""&gt;코스피, 8000, 19포인트 남았다&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;thecommoditiesnews.com&lt;/font&gt;",,"Thu, 14 May 2026 23:40:00 GMT"
코스피 8000,뉴스,"[속보] 코스피 8000선 돌파…7000이후 8거래일만 - 머니투데이 - 머니투데이 &lt;a href=""https://news.google.com/rss/articles/CBMiaEFVX3lxTE9KWkk5Nm5FYmQ5TVl3cldsZ1FHemtEU29ZOUMyeVppMURRdzhPX0xQZndBNkNLbkRuRHhPcVh4cWpxZ2ZRM2JfeDVNcGh2SjJqRjZIZUgwWWU1aUtRMlMtOTZEMnk1aUpM0gFuQVVfeXFMTnBkT1VMTnJqNXU3RW9JNC0wZHI4MnNFbTdwc3lIRUljbEk3MWZEMFlHcXBKXzRWOFduWG1vejJMZ0xfNFNpQXVaTzZ6b1pnTVpuRFRZTWJIeTdMaFRmR1ptbmwxcENwaGFNWDlWY3c?oc=5"" target=""_blank""&gt;[속보] 코스피 8000선 돌파…7000이후 8거래일만 - 머니투데이&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;머니투데이&lt;/font&gt;",,"Fri, 15 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"코스피 8000 눈앞인데, 주변에 ‘돈 벌었다’는 사람 없는 이유 - 조선일보 &lt;a href=""https://news.google.com/rss/articles/CBMigAFBVV95cUxPNDV5Ti1QRGtRRS1GcW5LdEhKY1lqRGd0cEM1cnpnYi1kcHk0WWd4X09KbzZFbFgyYU94OENtLXo4TXFOVXRFY2hVUlh5ZHBqZGVhV2xzNE5VNzRJV1lGM21UX1NsQ3g1czI5b2RGRUR5WVE2NnFBemxjUDdudERmdQ?oc=5"" target=""_blank""&gt;코스피 8000 눈앞인데, 주변에 ‘돈 벌었다’는 사람 없는 이유&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;조선일보&lt;/font&gt;",,"Sun, 17 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"[어제장 오늘장] 코스피 8000 재도전…엔비디아 실적발표, 변수 될까? - v.daum.net &lt;a href=""https://news.google.com/rss/articles/CBMiT0FVX3lxTE5jZEFrZU02WUttX3BOQkhHRmU0d0E2M015UHphT0RaYVh4U3BUQVEzVGlfbnR2MnN4aDA4WmdOUk1qNWJVMy0tTGFSWnlUOEE?oc=5"" target=""_blank""&gt;[어제장 오늘장] 코스피 8000 재도전…엔비디아 실적발표, 변수 될까?&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;v.daum.net&lt;/font&gt;",,"Mon, 18 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"코스피 8000 시대, ’황제주 11개’ 역대 최다…차기 주인공은? By EBN - Investing.com 한국어 &lt;a href=""https://news.google.com/rss/articles/CBMicEFVX3lxTFB5MGNZYVZQdS1VSm9DYkUtRnBCNmZ2OS1YeVA3QmpHZEVZaFBpbmVkVFFlSWFuY0p5UW9YTVBkRlp5SF9CSjVVRC05UjdfODZSRUJHS3lMOWRGbm9Fc3ZIaGZhYzF2NU9sa3J5NThoeEM?oc=5"" target=""_blank""&gt;코스피 8000 시대, ’황제주 11개’ 역대 최다…차기 주인공은? By EBN&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;Investing.com 한국어&lt;/font&gt;",,"Mon, 18 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"이 대통령 지지율 60.5%, 3주 만에 반등…코스피 8000 영향?ㅣ리얼미터 - JTBC &lt;a href=""https://news.google.com/rss/articles/CBMiVEFVX3lxTE1LTkpjZjZoX3pZUDJSUWNvbUl5UGpaTnZ1LU5NNzkxTEJyTk1Ea0NROFdTOVZpMkJ6UGxhUEY4V0E1VDN3R0dtbzRnMExqTDI1MUp6cQ?oc=5"" target=""_blank""&gt;이 대통령 지지율 60.5%, 3주 만에 반등…코스피 8000 영향?ㅣ리얼미터&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;JTBC&lt;/font&gt;",,"Mon, 18 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"美국채 ‘고금리 발작’... 짐 싸는 외국인, 코스피 8000 발목 잡을까 - 조선일보 &lt;a href=""https://news.google.com/rss/articles/CBMijgFBVV95cUxNZ1dhODEtdTFKQWh2NEczLWVJQWRSQ2lEY1hWNmtWenpncUxMamZQYUhRSFd6ZjdLR0dLZmFKdHZVdzAtYnY5R2FxN283U083RUlVd0stbjZCb1R3ZFlTUTRnMXFnRWpGU3FnTHpTeDFwLVROOUh3WU5DTFpWMHJKVVZldVkzOWpNYWVoMW1R?oc=5"" target=""_blank""&gt;美국채 ‘고금리 발작’... 짐 싸는 외국인, 코스피 8000 발목 잡을까&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;조선일보&lt;/font&gt;",,"Sun, 17 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"코스피 8000이 꼭지?… 피난처 찾는 개미들 - 조선일보 &lt;a href=""https://news.google.com/rss/articles/CBMijgFBVV95cUxQbkpuU1RLSy13SHBVZ09nUkJpdnJ4bkNPXzRzeXlTeHByNng2Z242S25Zb1JRRjRNbWVQR05Ed3BtbjRTdDY4N2xocUlaMFNlV041NGJDcWJLbGRiVUVvVnVQNTBQNmU4NjFLSDhubjVZZVFRSnQyNGNMSVBsQkg3QzNUdkp1eEZYVTJzZmxR?oc=5"" target=""_blank""&gt;코스피 8000이 꼭지?… 피난처 찾는 개미들&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;조선일보&lt;/font&gt;",,"Mon, 18 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"코스피 8000 터치 후 조정 국면…반도체 다음 ‘실적 우량주’ 순환매 주목 - v.daum.net &lt;a href=""https://news.google.com/rss/articles/CBMiRkFVX3lxTE94NFQxdjE0Tl9SUi1QWVJnSHVIaTc1N1dGMVR5eDhxdVJzOVN2a090RHRJamJRam9ETlRNRmFwLWtiRVQ2VVE?oc=5"" target=""_blank""&gt;코스피 8000 터치 후 조정 국면…반도체 다음 ‘실적 우량주’ 순환매 주목&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;v.daum.net&lt;/font&gt;",,"Mon, 18 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"“노후자금까지 삼전닉스로”…코스피 ‘8000’ 뒤 커진 퇴직연금 쏠림 [숫자 뒤의 진실] - v.daum.net &lt;a href=""https://news.google.com/rss/articles/CBMiS0FVX3lxTE90Zk1nQTBrMUlmVjhZWkEtMlJBcTJuTFJkNmlzeEVfdU5YMWRTekJxU1U0Mnc3VXVXYmE0c0V6WWJBaFFhSzhzWkd5QQ?oc=5"" target=""_blank""&gt;“노후자금까지 삼전닉스로”…코스피 ‘8000’ 뒤 커진 퇴직연금 쏠림 [숫자 뒤의 진실]&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;v.daum.net&lt;/font&gt;",,"Mon, 18 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"코스피 8000 찍은 날, 6%까지 급락…“하락 신호” vs “유동성 풍부” - v.daum.net &lt;a href=""https://news.google.com/rss/articles/CBMiT0FVX3lxTE4teFFDb3QzeDl3UGFLOG9jX0tWSFBuYl82SWl1YXJCYVhubEZ4VkQyUC1TSmd1bkg2Qm9pTDZVb2Y1TEYtQ3N1UzZiY1BYUjg?oc=5"" target=""_blank""&gt;코스피 8000 찍은 날, 6%까지 급락…“하락 신호” vs “유동성 풍부”&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;v.daum.net&lt;/font&gt;",,"Sun, 17 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"1만피 간다더니…8000찍자마자 급락한 코스피, 반등은 언제쯤? - v.daum.net &lt;a href=""https://news.google.com/rss/articles/CBMiRkFVX3lxTE5vSDZmejVDWWhNb0dCQm5lS2VsZlpFWUU5UXI0YkI3Z1I3aUl1dEFiSFBmQUdfd2E3UDVDcVJXZnZKbzloNHc?oc=5"" target=""_blank""&gt;1만피 간다더니…8000찍자마자 급락한 코스피, 반등은 언제쯤?&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;v.daum.net&lt;/font&gt;",,"Mon, 18 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"코스피 8000→7400 급락에도 은행주 '선방'…시총 16조원 넘게 증가 - 프라임경제 &lt;a href=""https://news.google.com/rss/articles/CBMibEFVX3lxTE5TY09EdEJwU3BHWGtCLWpnY2IxVzBMbkV2Sng2Vm5sV0paYXlYaWlYeU1Mc0NtVUV4ZnpYNGRfTkhRQ0VKZDdtTlRvUktCVXJVY2UyR2I2TXBEckpCdF9QU3ZVUnY1bFJwNnZxaA?oc=5"" target=""_blank""&gt;코스피 8000→7400 급락에도 은행주 '선방'…시총 16조원 넘게 증가&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;프라임경제&lt;/font&gt;",,"Sun, 17 May 2026 12:11:20 GMT"
코스피 8000,뉴스,"코스피 8000 질주에도 소외된 코스닥…""기업 가치 읽는 리서치 키워야"" - 뉴시안 &lt;a href=""https://news.google.com/rss/articles/CBMiakFVX3lxTFBXVDJiQUpOWWhJNDlpR3N3MERpRjhUN0g0bFo2a1VPY2pYV1ZVWEZ0X1J1R0ExTnZicU1PMTJSS3EyaGZtd2lwd1FlT3hEMkYydzVaaFkxdVh1eDhmX093T29jUWR1ekhFWlE?oc=5"" target=""_blank""&gt;코스피 8000 질주에도 소외된 코스닥…""기업 가치 읽는 리서치 키워야""&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;뉴시안&lt;/font&gt;",,"Sat, 16 May 2026 23:21:23 GMT"
코스피 8000,뉴스,"코스피 8000 찍은 날, 6%까지 급락…“하락 신호” vs “유동성 풍부” - 매일경제 &lt;a href=""https://news.google.com/rss/articles/CBMiUkFVX3lxTFA3ZUtLY2oxNVpTYlVDZlV6UUFUX1N5RDlzQ1k4TTZJLXJzWVk5akhQT21EN2l6b0xfcEZUaVliN3lqV2F3dEFEQTloWWNhenlrWUE?oc=5"" target=""_blank""&gt;코스피 8000 찍은 날, 6%까지 급락…“하락 신호” vs “유동성 풍부”&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;매일경제&lt;/font&gt;",,"Sun, 17 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"코스피 8000 찍은 날, 6%까지 급락…“하락 신호” vs “유동성 풍부” - v.daum.net &lt;a href=""https://news.google.com/rss/articles/CBMiVEFVX3lxTFA0WFR6VERsbUN5SW42Ui1Kb29RdkZjaXlUcXlycVNOQ3ZaRzdUQUR6cEdDSUhsX2RBeWYtaW8xLThHOXgzUXNoeC16TXZBRV9zVG42cQ?oc=5"" target=""_blank""&gt;코스피 8000 찍은 날, 6%까지 급락…“하락 신호” vs “유동성 풍부”&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;v.daum.net&lt;/font&gt;",,"Sun, 17 May 2026 07:00:00 GMT"
코스피 8000,뉴스,"코스피, 장중 사상 첫 8000 찍었다 - 뉴스토마토 &lt;a href=""https://news.google.com/rss/articles/CBMiYEFVX3lxTE9WbDlkeGk2aUlSbXNOZzNXaHp5aklZZkhmMDYzaFlVVmdzTkEzOWlBMUpWSVZNMkl0ZzFpNFFTVV9tRVpkdnN4Y1QwbDhiX3piMjlSc25qRDBoZnJEdmZfSg?oc=5"" target=""_blank""&gt;코스피, 장중 사상 첫 8000 찍었다&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;뉴스토마토&lt;/font&gt;",,"Sun, 17 May 2026 07:00:00 GMT"
