그룹,제목,설명,링크,게시일,출처
코스피 5000,"코스피, 46년 만에 첫 ‘5000’ 돌파 - 한겨레","&lt;a href=""https://news.google.com/rss/articles/CBMickFVX3lxTE5jaEVtZ0o0cllpeFZIaXZOWTZGM2RXS0pnRWt3RTI4WVpaVW1DYkw1ZEFkQnc1WjdpTjhLUnhCV1hnNXBXUW5ZZGVvaWlUVTJxZnF5b3p0ZGVRWnFQZmpLRGVxZDdkRGtCUnJoOEptMG5kdw?oc=5"" target=""_blank""&gt;코스피, 46년 만에 첫 ‘5000’ 돌파&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;한겨레&lt;/font&gt;",https://news.google.com/rss/articles/CBMickFVX3lxTE5jaEVtZ0o0cllpeFZIaXZOWTZGM2RXS0pnRWt3RTI4WVpaVW1DYkw1ZEFkQnc1WjdpTjhLUnhCV1hnNXBXUW5ZZGVvaWlUVTJxZnF5b3p0ZGVRWnFQZmpLRGVxZDdkRGtCUnJoOEptMG5kdw?oc=5,"Thu, 22 Jan 2026 08:00:00 GMT",한겨레
코스피 5000,"[코스피 5000 시대] ‘꿈의 지수’ 5000포인트 뚫었다… 코스피, 장중 사상 최고치 경신 - 조선비즈 - Chosunbiz","&lt;a href=""https://news.google.com/rss/articles/CBMiiAFBVV95cUxQMWtXeVc4b2pPVmlTdGxHakQ4VHd0dzNZLThkQTBmTm5STVdNVlhaZ05fejdTd2lhTkZjTGJVMTBpMG1ZRTNmNVpXSExPdHZKLXJUWTZLLVVhOEZKZlZsbGpYNkJXbFZPT180eXQwbUxHMldDbmxjYi1NMFQ2UTMyQ0tCanZZdEdT0gGcAUFVX3lxTE56Mmc3SXpKVWZFd0U0WUwtTEpOUkRFUzRnZ01hSVh3SnN3U1VLNU0zT1Y0bnZXOXdTX3g0RmdJZVBYd0ZhQXlhMmZOZ2hoTmhVNGZ3ZEhGYzl3RG1BOWwwMVZKYXNfV01USWRESS11c1JXQUl2U3p3WkJzNW1HXzZ3UXpKaUthdTl1ckxWdHE5TjViYXZUdFk2b0VhYg?oc=5"" target=""_blank""&gt;[코스피 5000 시대] ‘꿈의 지수’ 5000포인트 뚫었다… 코스피, 장중 사상 최고치 경신 - 조선비즈&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;Chosunbiz&lt;/font&gt;",https://news.google.com/rss/articles/CBMiiAFBVV95cUxQMWtXeVc4b2pPVmlTdGxHakQ4VHd0dzNZLThkQTBmTm5STVdNVlhaZ05fejdTd2lhTkZjTGJVMTBpMG1ZRTNmNVpXSExPdHZKLXJUWTZLLVVhOEZKZlZsbGpYNkJXbFZPT180eXQwbUxHMldDbmxjYi1NMFQ2UTMyQ0tCanZZdEdT0gGcAUFVX3lxTE56Mmc3SXpKVWZFd0U0WUwtTEpOUkRFUzRnZ01hSVh3SnN3U1VLNU0zT1Y0bnZXOXdTX3g0RmdJZVBYd0ZhQXlhMmZOZ2hoTmhVNGZ3ZEhGYzl3RG1BOWwwMVZKYXNfV01USWRESS11c1JXQUl2U3p3WkJzNW1HXzZ3UXpKaUthdTl1ckxWdHE5TjViYXZUdFk2b0VhYg?oc=5,"Thu, 22 Jan 2026 08:00:00 GMT",Chosunbiz
코스피 5000,"이 대통령 ""코스피 5000 의미 크다, 국민연금 고갈 걱정 없어"" - JTBC","&lt;a href=""https://news.google.com/rss/articles/CBMiVEFVX3lxTFAwR1JlOUdxSENqYkJvTm1XVEd6YlUxZlZ2aE1Qc0I2VzZQSG4zV1J4UHhXUk9LN2JIZXpCUXdDeEJjSE5Hbm52U3J0V25DSTgzYk42ag?oc=5"" target=""_blank""&gt;이 대통령 ""코스피 5000 의미 크다, 국민연금 고갈 걱정 없어""&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;JTBC&lt;/font&gt;",https://news.google.com/rss/articles/CBMiVEFVX3lxTFAwR1JlOUdxSENqYkJvTm1XVEd6YlUxZlZ2aE1Qc0I2VzZQSG4zV1J4UHhXUk9LN2JIZXpCUXdDeEJjSE5Hbm52U3J0V25DSTgzYk42ag?oc=5,"Fri, 23 Jan 2026 08:00:00 GMT",JTBC
코스피 5000,코스피 5000 돌파한 그날…청와대 '쉿' 이유 있었다 - 중앙일보,"&lt;a href=""https://news.google.com/rss/articles/CBMiVkFVX3lxTE1iMGpaQ3FvTG9Ud1NZbWxNQ2gzdHBfS1Y1VjRHODNvTVQ5VjJMSVRSNGliSG85bS13QXp1RzJWUk1uUGRKN3BrYlVVWEF4YWVLZzVVcDBR?oc=5"" target=""_blank""&gt;코스피 5000 돌파한 그날…청와대 '쉿' 이유 있었다&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;중앙일보&lt;/font&gt;",https://news.google.com/rss/articles/CBMiVkFVX3lxTE1iMGpaQ3FvTG9Ud1NZbWxNQ2gzdHBfS1Y1VjRHODNvTVQ5VjJMSVRSNGliSG85bS13QXp1RzJWUk1uUGRKN3BrYlVVWEF4YWVLZzVVcDBR?oc=5,"Sat, 24 Jan 2026 08:00:00 GMT",중앙일보
코스피 5000,"[신민영의 마켓 나우] 코스피 5000, 지속성과 균형성의 시험대 - 중앙일보","&lt;a href=""https://news.google.com/rss/articles/CBMiVkFVX3lxTFBud3JDQ1YyamNXLXVEZDM2VldMUzllVnBYZkdZc0hPYUFDSDFlYmVRTEczZ3ktaWM0MmRFbzcyNnJRYzUzQmRlQVVsWmpHSVBaNEtvZ0Fn?oc=5"" target=""_blank""&gt;[신민영의 마켓 나우] 코스피 5000, 지속성과 균형성의 시험대&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;중앙일보&lt;/font&gt;",https://news.google.com/rss/articles/CBMiVkFVX3lxTFBud3JDQ1YyamNXLXVEZDM2VldMUzllVnBYZkdZc0hPYUFDSDFlYmVRTEczZ3ktaWM0MmRFbzcyNnJRYzUzQmRlQVVsWmpHSVBaNEtvZ0Fn?oc=5,"Sun, 25 Jan 2026 08:00:00 GMT",중앙일보
코스피 5000,나경원 “코스피 5000 축배? 몰염치” vs 민주 “답정너 정치” - v.daum.net,"&lt;a href=""https://news.google.com/rss/articles/CBMiT0FVX3lxTFBpQk53NTA4U21PQktJbE1NNHg0RVlYcEQ1aDBMWGpBS2xSQnMtREg2QkF1Nng3QVpOUHlkYjlucVZNbFdoQUxGandURkVvYVk?oc=5"" target=""_blank""&gt;나경원 “코스피 5000 축배? 몰염치” vs 민주 “답정너 정치”&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;v.daum.net&lt;/font&gt;",https://news.google.com/rss/articles/CBMiT0FVX3lxTFBpQk53NTA4U21PQktJbE1NNHg0RVlYcEQ1aDBMWGpBS2xSQnMtREg2QkF1Nng3QVpOUHlkYjlucVZNbFdoQUxGandURkVvYVk?oc=5,"Sat, 24 Jan 2026 08:00:00 GMT",v.daum.net
코스피 5000,"與, ‘코스피 5000은 착시’ 나경원 비판에 “국민 부자 되는 게 배 아픈가” - v.daum.net","&lt;a href=""https://news.google.com/rss/articles/CBMiT0FVX3lxTE5GOXJoeTQyZ19aUF9xR3hhOVMwTFFoajgwLTJBTUZkTnBaN3FqSUdEa1huR0FPcDZjeWpPNExhVUU4UmpPQkhtRXFCOUtiQTg?oc=5"" target=""_blank""&gt;與, ‘코스피 5000은 착시’ 나경원 비판에 “국민 부자 되는 게 배 아픈가”&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;v.daum.net&lt;/font&gt;",https://news.google.com/rss/articles/CBMiT0FVX3lxTE5GOXJoeTQyZ19aUF9xR3hhOVMwTFFoajgwLTJBTUZkTnBaN3FqSUdEa1huR0FPcDZjeWpPNExhVUU4UmpPQkhtRXFCOUtiQTg?oc=5,"Sat, 24 Jan 2026 08:00:00 GMT",v.daum.net
코스피 5000,"'코스피 5000' 축배에 제동…나경원 ""국민 통장은 왜 그대로인가"" - v.daum.net","&lt;a href=""https://news.google.com/rss/articles/CBMiT0FVX3lxTE5VQmp1bU8xVFI5djdJMjhILTVQWHREUzFINzVnaWFUWkpJSVI4eG53MWJNRVpvRXRwb2s5em1STzhxNHFWbkpnSGprQk5hb0k?oc=5"" target=""_blank""&gt;'코스피 5000' 축배에 제동…나경원 ""국민 통장은 왜 그대로인가""&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;v.daum.net&lt;/font&gt;",https://news.google.com/rss/articles/CBMiT0FVX3lxTE5VQmp1bU8xVFI5djdJMjhILTVQWHREUzFINzVnaWFUWkpJSVI4eG53MWJNRVpvRXRwb2s5em1STzhxNHFWbkpnSGprQk5hb0k?oc=5,"Sat, 24 Jan 2026 08:00:00 GMT",v.daum.net
코스피 5000,"與 대변인 “나경원, ‘코스피 5000’ 허황됐다더니…달성되자 몰염치한 착시 폄훼” - 문화일보","&lt;a href=""https://news.google.com/rss/articles/CBMiUEFVX3lxTFBtNWlVYUFYVHU0LTFoazczbXdHbG1EcGtJUnlmSVhNOEo3aU43ZDFIQkdMZnZkYjE1Q1pCc3VKMW5QbTdpQy1zd3JZdXdYMkZ4?oc=5"" target=""_blank""&gt;與 대변인 “나경원, ‘코스피 5000’ 허황됐다더니…달성되자 몰염치한 착시 폄훼”&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;문화일보&lt;/font&gt;",https://news.google.com/rss/articles/CBMiUEFVX3lxTFBtNWlVYUFYVHU0LTFoazczbXdHbG1EcGtJUnlmSVhNOEo3aU43ZDFIQkdMZnZkYjE1Q1pCc3VKMW5QbTdpQy1zd3JZdXdYMkZ4?oc=5,"Sat, 24 Jan 2026 08:00:00 GMT",문화일보
코스피 5000,"‘불장, 남의 나라 얘기’… 뒤늦은 빚투 확산 ‘증시 뇌관’ 우려 [코스피 5000시대] - v.daum.net","&lt;a href=""https://news.google.com/rss/articles/CBMiT0FVX3lxTE1Oa24wcG0tdklBR0xhYzNvZDZCU0JmbGl4blBQTzlGUkFqSl9JM0Q5ZFJRQmEwaGtZRk1yU0hSRGVpX2J0LTJNQ2RJUzRSYVU?oc=5"" target=""_blank""&gt;‘불장, 남의 나라 얘기’… 뒤늦은 빚투 확산 ‘증시 뇌관’ 우려 [코스피 5000시대]&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;v.daum.net&lt;/font&gt;",https://news.google.com/rss/articles/CBMiT0FVX3lxTE1Oa24wcG0tdklBR0xhYzNvZDZCU0JmbGl4blBQTzlGUkFqSl9JM0Q5ZFJRQmEwaGtZRk1yU0hSRGVpX2J0LTJNQ2RJUzRSYVU?oc=5,"Sun, 25 Jan 2026 08:00:00 GMT",v.daum.net
코스피 5000,코스피 5000시대 열었지만...들쭉날쭉 제약바이오주 - 데일리팜,"&lt;a href=""https://news.google.com/rss/articles/CBMiUEFVX3lxTE1GZ2dlendNYk1aWTlURWhueUt4RGlPTm1McXc3aGZNMGdiaWJ4MW1oSlA5YTZnRndObzNsQWNONWtxbU9XSWRrbVhzcV9mdXl1?oc=5"" target=""_blank""&gt;코스피 5000시대 열었지만...들쭉날쭉 제약바이오주&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;데일리팜&lt;/font&gt;",https://news.google.com/rss/articles/CBMiUEFVX3lxTE1GZ2dlendNYk1aWTlURWhueUt4RGlPTm1McXc3aGZNMGdiaWJ4MW1oSlA5YTZnRndObzNsQWNONWtxbU9XSWRrbVhzcV9mdXl1?oc=5,"Sat, 24 Jan 2026 08:00:00 GMT",데일리팜
코스피 5000,코스피5000? 금값도 5000···역사적 ‘5000달러’ 코앞까지 온 금값[경제뭔데] - v.daum.net,"&lt;a href=""https://news.google.com/rss/articles/CBMiT0FVX3lxTFBzRkNTQjg3T2xlRE1mXzZjajd1aUtxeFVfQWY2cEEtLTdUNTBqREtCVUJJV19jelA1a0RDM25ONzJVbjhkZXJLMHEyZm5hSWM?oc=5"" target=""_blank""&gt;코스피5000? 금값도 5000···역사적 ‘5000달러’ 코앞까지 온 금값[경제뭔데]&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;v.daum.net&lt;/font&gt;",https://news.google.com/rss/articles/CBMiT0FVX3lxTFBzRkNTQjg3T2xlRE1mXzZjajd1aUtxeFVfQWY2cEEtLTdUNTBqREtCVUJJV19jelA1a0RDM25ONzJVbjhkZXJLMHEyZm5hSWM?oc=5,"Sat, 24 Jan 2026 08:00:00 GMT",v.daum.net
코스피 5000,"5000피, 여기서 끝이 아니다? 반도체 이어 국장 이끌 종목 - 중앙일보","&lt;a href=""https://news.google.com/rss/articles/CBMiVkFVX3lxTFBDN281RUwwb3ZtdF93ZUl6OGNjaGNnMkpLS1JobHVMRjFLMWtOMEJ0Xzg0WEJxUks3eC1zTmgtdk5JVlZaR25rQ2EtWHNMWFB3cDBsNFVB?oc=5"" target=""_blank""&gt;5000피, 여기서 끝이 아니다? 반도체 이어 국장 이끌 종목&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;중앙일보&lt;/font&gt;",https://news.google.com/rss/articles/CBMiVkFVX3lxTFBDN281RUwwb3ZtdF93ZUl6OGNjaGNnMkpLS1JobHVMRjFLMWtOMEJ0Xzg0WEJxUks3eC1zTmgtdk5JVlZaR25rQ2EtWHNMWFB3cDBsNFVB?oc=5,"Sat, 24 Jan 2026 08:00:00 GMT",중앙일보
코스피 5000,코스피 5000 뚫었는데 성장은 1%…이유는 반도체 의존도 - v.daum.net,"&lt;a href=""https://news.google.com/rss/articles/CBMiT0FVX3lxTE5qbEY2NzhFaDJhZW01VXduYUZZSDlwTXBKbDMyUmh0bkMwV0lXUXlBbGxBeVVwbmhpb1dVRXBLenRPSU1ZcndOTWVPQjdxNkU?oc=5"" target=""_blank""&gt;코스피 5000 뚫었는데 성장은 1%…이유는 반도체 의존도&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;v.daum.net&lt;/font&gt;",https://news.google.com/rss/articles/CBMiT0FVX3lxTE5qbEY2NzhFaDJhZW01VXduYUZZSDlwTXBKbDMyUmh0bkMwV0lXUXlBbGxBeVVwbmhpb1dVRXBLenRPSU1ZcndOTWVPQjdxNkU?oc=5,"Sun, 25 Jan 2026 08:00:00 GMT",v.daum.net
코스피 5000,'코스피 5000' 시대 찬물?…무조건 팔아야 할 위기에 움직이는 국민연금 - v.daum.net,"&lt;a href=""https://news.google.com/rss/articles/CBMiT0FVX3lxTE9yUHhXWklabzBZQ2xKVUFRUS1yejRNcVlDN3RlMFl4TjNqRmhRcVZESk5XWlhfaEczQWs0N1RuVjBUdlhGLUdncVJ6dWw3OEk?oc=5"" target=""_blank""&gt;'코스피 5000' 시대 찬물?…무조건 팔아야 할 위기에 움직이는 국민연금&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;v.daum.net&lt;/font&gt;",https://news.google.com/rss/articles/CBMiT0FVX3lxTE9yUHhXWklabzBZQ2xKVUFRUS1yejRNcVlDN3RlMFl4TjNqRmhRcVZESk5XWlhfaEczQWs0N1RuVjBUdlhGLUdncVJ6dWw3OEk?oc=5,"Sun, 25 Jan 2026 08:00:00 GMT",v.daum.net
코스피 5000,"국민의힘, 코스피 5000 달성에도 평가 절하 급급 - 굿모닝충청","&lt;a href=""https://news.google.com/rss/articles/CBMickFVX3lxTE5JNFFUMVhZUElseXlGd1dGb3NwRmY2REExQnkxTEtyOWlEeVg5TlZDRXRqbkc3dHdFV2V2MUUzd2ZIeGFqVEIwRXE4c2ZDS3h5RjJSaWlVcXN1Y1lIbllEWlp3dXhwRVlFRlJpMXZCR0w3Zw?oc=5"" target=""_blank""&gt;국민의힘, 코스피 5000 달성에도 평가 절하 급급&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;굿모닝충청&lt;/font&gt;",https://news.google.com/rss/articles/CBMickFVX3lxTE5JNFFUMVhZUElseXlGd1dGb3NwRmY2REExQnkxTEtyOWlEeVg5TlZDRXRqbkc3dHdFV2V2MUUzd2ZIeGFqVEIwRXE4c2ZDS3h5RjJSaWlVcXN1Y1lIbllEWlp3dXhwRVlFRlJpMXZCR0w3Zw?oc=5,"Sat, 24 Jan 2026 08:00:00 GMT",굿모닝충청
코스피 5000,"민주당, 코스피 5000 돌파 ""이준석·나경원·진중권, 할 말 없나?"" - 굿모닝충청","&lt;a href=""https://news.google.com/rss/articles/CBMickFVX3lxTE54ak4tNnhaM1hCdlZZR1lnZ3d3amRsLUxJbUEwbkxyZ184bHhkVGhnY2Z1NXo3ZVg3aDl6RFVvNDFxNjRZZkJaNE55M3F3X3lCUXRCQ01GcU1IWHdiMUFocEhmMW1lTFV4YS05RUhkSHY2Zw?oc=5"" target=""_blank""&gt;민주당, 코스피 5000 돌파 ""이준석·나경원·진중권, 할 말 없나?""&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;굿모닝충청&lt;/font&gt;",https://news.google.com/rss/articles/CBMickFVX3lxTE54ak4tNnhaM1hCdlZZR1lnZ3d3amRsLUxJbUEwbkxyZ184bHhkVGhnY2Z1NXo3ZVg3aDl6RFVvNDFxNjRZZkJaNE55M3F3X3lCUXRCQ01GcU1IWHdiMUFocEhmMW1lTFV4YS05RUhkSHY2Zw?oc=5,"Fri, 23 Jan 2026 08:00:00 GMT",굿모닝충청
코스피 5000,"코스피 5000 시대, 환희와 불안 사이에서 - 오마이뉴스","&lt;a href=""https://news.google.com/rss/articles/CBMid0FVX3lxTE92ZDZwVjV2VDRydk1jQzV0ejZyZi1OV2FhYmdmNFBmMTJqVExua296SEhLZVkyWEdhRU5QWmJGb3RBVUZZMUlPUkp5cklEODJ4Q1gtWFphSmVVMXVraHJ4bDJtREltWlhfTndWSUVsS29uUUlHN3Nv?oc=5"" target=""_blank""&gt;코스피 5000 시대, 환희와 불안 사이에서&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;오마이뉴스&lt;/font&gt;",https://news.google.com/rss/articles/CBMid0FVX3lxTE92ZDZwVjV2VDRydk1jQzV0ejZyZi1OV2FhYmdmNFBmMTJqVExua296SEhLZVkyWEdhRU5QWmJGb3RBVUZZMUlPUkp5cklEODJ4Q1gtWFphSmVVMXVraHJ4bDJtREltWlhfTndWSUVsS29uUUlHN3Nv?oc=5,"Fri, 23 Jan 2026 08:00:00 GMT",오마이뉴스
코스피 5000,"투자 황금기, ‘ 코스피 5000시대 &amp; CES 2026 투자 전략’ 세미나 개최 - v.daum.net","&lt;a href=""https://news.google.com/rss/articles/CBMiT0FVX3lxTE1JV01CX2xrYm1kWDZMaUNhRHVaM25YbWxHdnVRdVRicDc4ZEVIalZzQzA2c0o4MHpQMU5YYXMxYUxIck9FdjBrd1VGNFFxRzA?oc=5"" target=""_blank""&gt;투자 황금기, ‘ 코스피 5000시대 &amp; CES 2026 투자 전략’ 세미나 개최&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;v.daum.net&lt;/font&gt;",https://news.google.com/rss/articles/CBMiT0FVX3lxTE1JV01CX2xrYm1kWDZMaUNhRHVaM25YbWxHdnVRdVRicDc4ZEVIalZzQzA2c0o4MHpQMU5YYXMxYUxIck9FdjBrd1VGNFFxRzA?oc=5,"Fri, 23 Jan 2026 08:00:00 GMT",v.daum.net
코스피 5000,"코스피 5000 성과에 비난만…민주당 ""국민의힘 중진의 '답정너 정치'"" - 이로운넷","&lt;a href=""https://news.google.com/rss/articles/CBMiZkFVX3lxTFBWdl9yYm1qZlU0ZDdmOC1haTRXVkR0NlJ5RDh2QWU1dzdaeWdTeXpLMkJWczBINDlQdzRSS1g1MzlkZTdiRjFzWVVJQ0VhVTZxWkl5UXl5SW81WEpmTVNEMVpGUGZSQQ?oc=5"" target=""_blank""&gt;코스피 5000 성과에 비난만…민주당 ""국민의힘 중진의 '답정너 정치'""&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;이로운넷&lt;/font&gt;",https://news.google.com/rss/articles/CBMiZkFVX3lxTFBWdl9yYm1qZlU0ZDdmOC1haTRXVkR0NlJ5RDh2QWU1dzdaeWdTeXpLMkJWczBINDlQdzRSS1g1MzlkZTdiRjFzWVVJQ0VhVTZxWkl5UXl5SW81WEpmTVNEMVpGUGZSQQ?oc=5,"Fri, 23 Jan 2026 08:00:00 GMT",이로운넷
코스피 5000,[사설] ‘코스피 5000’ 터치…역성장 경제 체질 개선할 때다 - 서울경제,"&lt;a href=""https://news.google.com/rss/articles/CBMiUkFVX3lxTE9yckpld3owSTdDM3l5RHV0cmRPZS1yU1FhNVJWN2J4ZnRCeVNZcTJOcE1mUXViQ1pTbDRoVVI1X2QyeEFyUG01TEVLaUtaQlJ0NmfSAVNBVV95cUxQVUFoRWlTbUVIVTR3cGVISTB0WVE4dHZZaU5vaFAzb0JRUVJCcVBEMm1qbklQR0xsM0x0bTRTZndmSE40NmI5TVpHcnc4ZDVvNXh3QQ?oc=5"" target=""_blank""&gt;[사설] ‘코스피 5000’ 터치…역성장 경제 체질 개선할 때다&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;서울경제&lt;/font&gt;",https://news.google.com/rss/articles/CBMiUkFVX3lxTE9yckpld3owSTdDM3l5RHV0cmRPZS1yU1FhNVJWN2J4ZnRCeVNZcTJOcE1mUXViQ1pTbDRoVVI1X2QyeEFyUG01TEVLaUtaQlJ0NmfSAVNBVV95cUxQVUFoRWlTbUVIVTR3cGVISTB0WVE4dHZZaU5vaFAzb0JRUVJCcVBEMm1qbklQR0xsM0x0bTRTZndmSE40NmI5TVpHcnc4ZDVvNXh3QQ?oc=5,"Fri, 23 Jan 2026 08:00:00 GMT",서울경제
코스피 5000,코스피는 5000 찍었는데 - v.daum.net,"&lt;a href=""https://news.google.com/rss/articles/CBMiT0FVX3lxTE5RX0g0S3p3SnNnbnk2SkRaVWt6QUFuUTNlelhyQW4yN2s5SUhKRVFnU2dBSXpWVjhtdjRTVGN5WnNlT3ZEb3NabngwZ2RQTk0?oc=5"" target=""_blank""&gt;코스피는 5000 찍었는데&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;v.daum.net&lt;/font&gt;",https://news.google.com/rss/articles/CBMiT0FVX3lxTE5RX0g0S3p3SnNnbnk2SkRaVWt6QUFuUTNlelhyQW4yN2s5SUhKRVFnU2dBSXpWVjhtdjRTVGN5WnNlT3ZEb3NabngwZ2RQTk0?oc=5,"Fri, 23 Jan 2026 08:00:00 GMT",v.daum.net
코스피 5000,코스피 5000 돌파에 증시 자금 사상 최대…빚투·대기자금 동반 급증 - 글로벌이코노믹,"&lt;a href=""https://news.google.com/rss/articles/CBMihwFBVV95cUxPazI2a29hcF85ZzdESFZJbnNtbkdSM2ltdXpreEhiMC04X1NnZWFqWGQxS2tNZGdFWS1DYmFZVXp0S2RySnB0UFVaRlNVLXJyUktXa0xKYW9hM0JadHc5VFRVS2RRS0tIUWFlUUxjWnFoWGpUX01VczRDb1JGU2JyN0pRb2YzUlU?oc=5"" target=""_blank""&gt;코스피 5000 돌파에 증시 자금 사상 최대…빚투·대기자금 동반 급증&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;글로벌이코노믹&lt;/font&gt;",https://news.google.com/rss/articles/CBMihwFBVV95cUxPazI2a29hcF85ZzdESFZJbnNtbkdSM2ltdXpreEhiMC04X1NnZWFqWGQxS2tNZGdFWS1DYmFZVXp0S2RySnB0UFVaRlNVLXJyUktXa0xKYW9hM0JadHc5VFRVS2RRS0tIUWFlUUxjWnFoWGpUX01VczRDb1JGU2JyN0pRb2YzUlU?oc=5,"Sat, 24 Jan 2026 08:00:00 GMT",글로벌이코노믹
코스피 5000,"국힘 ""코스피 5000은 기업이 해낸 것…노란봉투법 유예해야"" - 조선일보","&lt;a href=""https://news.google.com/rss/articles/CBMiakFVX3lxTE44SXFrNFh1eGFaRXJIRFpCZ2JPOFRnbW5NaXlrMnJOd2YwTE5MaWxSUHo1QmxINmJmeEY2THFCZTRvUFdiOUYzYlBlNGNGaWo5ak5nTlNLbDZUTk8tVWtCSG5HY0E3ZWpmSlE?oc=5"" target=""_blank""&gt;국힘 ""코스피 5000은 기업이 해낸 것…노란봉투법 유예해야""&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;조선일보&lt;/font&gt;",https://news.google.com/rss/articles/CBMiakFVX3lxTE44SXFrNFh1eGFaRXJIRFpCZ2JPOFRnbW5NaXlrMnJOd2YwTE5MaWxSUHo1QmxINmJmeEY2THFCZTRvUFdiOUYzYlBlNGNGaWo5ak5nTlNLbDZUTk8tVWtCSG5HY0E3ZWpmSlE?oc=5,"Fri, 23 Jan 2026 08:00:00 GMT",조선일보
코스피 5000,[위클리 PICK 3] 코스피 5000 돌파부터 美 투자사들 쿠팡 관련 국제중재 요구까지 - 오피니언뉴스,"&lt;a href=""https://news.google.com/rss/articles/CBMickFVX3lxTE9JOHZVek0xdmNTQ2VPWkJVTWRsdHhBdDNXNUVIMlNsNkRlbjVMbVRsWm0yMEJXMnpSNTlyaXJvaG9RYU1BUEUtUklXLUY4b2hBdjk2bm1iTEtMSkYwS2N5c05xekxFeHdKNEVlVmhDRWQ4UQ?oc=5"" target=""_blank""&gt;[위클리 PICK 3] 코스피 5000 돌파부터 美 투자사들 쿠팡 관련 국제중재 요구까지&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;오피니언뉴스&lt;/font&gt;",https://news.google.com/rss/articles/CBMickFVX3lxTE9JOHZVek0xdmNTQ2VPWkJVTWRsdHhBdDNXNUVIMlNsNkRlbjVMbVRsWm0yMEJXMnpSNTlyaXJvaG9RYU1BUEUtUklXLUY4b2hBdjk2bm1iTEtMSkYwS2N5c05xekxFeHdKNEVlVmhDRWQ4UQ?oc=5,"Sat, 24 Jan 2026 08:00:00 GMT",오피니언뉴스
코스피 5000,"이 대통령 ""코스피 5천으로 국민연금 고갈 걱정 없어져"" - YTN","&lt;a href=""https://news.google.com/rss/articles/CBMiXkFVX3lxTE9YZE1iWVZmS3ZuVzRTTFhxVW9TcVJnLUlUanNSVVBzN2x4R2ZUaWtJTVNHeUxkVkgxLWtMb3d4VW01UENObjlBRWhPdXNySWdnVXJIODB3dS0yYXNUQ3c?oc=5"" target=""_blank""&gt;이 대통령 ""코스피 5천으로 국민연금 고갈 걱정 없어져""&lt;/a&gt;&amp;nbsp;&amp;nbsp;&lt;font color=""#6f6f6f""&gt;YTN&lt;/font&gt;",https://news.google.com/rss/articles/CBMiXkFVX3lxTE9YZE1iWVZmS3ZuVzRTTFhxVW9TcVJnLUlUanNSVVBzN2x4R2ZUaWtJTVNHeUxkVkgxLWtMb3d4VW01UENObjlBRWhPdXNySWdnVXJIODB3dS0yYXNUQ3c?oc=5,"Fri, 23 Jan 2026 08:00:00 GMT",YTN
